,predicted,real,prob
1190,19,19,0.9809
1191,13,18,0.6246
1192,7,5,0.9462
1193,7,7,0.9745
1194,7,7,0.8031
1195,10,19,0.8461
1196,18,18,0.9999
1197,7,17,0.5806
1198,5,5,0.9628
1199,7,7,0.9914
1200,5,5,0.9998
1201,7,16,0.3473
1202,16,1,0.6892
1203,17,17,0.9988
1204,18,18,0.7831
1205,16,16,0.9813
1206,7,17,0.3851
1207,5,5,0.9986
1208,8,8,0.8901
1209,11,11,0.8776
1210,8,8,0.9378
1211,17,17,0.9939
1212,18,18,0.9961
1213,10,10,0.9901
1214,7,7,0.8947
1215,8,8,0.999
1216,18,18,0.9889
1217,19,10,0.9764
1218,6,7,0.4681
1219,19,19,0.973
1220,7,7,0.6727
1221,19,19,0.9692
1222,10,19,0.9826
1223,1,1,0.5492
1224,16,16,0.7668
1225,8,8,0.9848
1226,8,8,0.9995
1227,8,8,0.9444
1228,8,18,0.4444
1229,11,11,0.989
1230,7,7,0.885
1231,14,14,0.8225
1232,18,7,0.9613
1233,17,17,0.6321
1234,18,16,0.8577
1235,19,19,0.921
1236,18,18,0.9813
1237,19,19,0.9988
1238,19,10,0.7933
1239,19,19,0.9833
1240,8,8,0.9922
1241,16,16,0.998
1242,19,19,0.9563
1243,10,10,0.9314
1244,16,6,0.7994
1245,11,18,0.5827
1246,7,7,0.7331
1247,12,12,0.9754
1248,17,13,0.5506
1249,7,7,0.9861
1250,19,19,0.9704
1251,15,15,0.9939
1252,18,18,0.9991
1253,8,8,0.9738
1254,18,18,0.9995
1255,8,8,0.9579
1256,10,10,0.913
1257,10,10,0.8354
1258,10,10,0.9971
