,predicted,real,prob
241,5,5,0.9455
242,2,2,0.8694
243,5,5,0.6994
244,2,0,0.7514
245,2,2,0.6996
246,2,2,0.9741
247,5,5,0.9176
248,5,5,0.8694
249,0,0,0.8787
250,5,5,0.9682
251,2,2,0.9245
252,2,2,0.996
253,5,5,0.707
254,2,2,0.9863
255,5,5,0.7829
256,0,4,0.1844
257,4,4,0.9699
258,2,2,0.9362
259,5,5,0.7879
260,5,5,0.6166
261,5,5,0.7814
262,4,4,0.9031
263,1,1,0.9907
264,2,2,0.9774
265,2,2,0.9949
266,2,2,0.9625
267,5,5,0.2949
268,5,5,0.8749
269,5,5,0.6996
270,1,1,0.9888
271,2,2,0.9856
272,4,4,0.9628
273,5,5,0.3778
274,5,5,0.9097
275,5,5,0.9796
276,1,0,0.8524
277,5,5,0.9039
278,5,0,0.5064
279,2,2,0.7062
280,2,2,0.9934
281,5,5,0.7873
282,1,1,0.9998
283,5,5,0.4584
284,4,4,0.9195
285,2,2,0.9955
286,2,2,0.9922
287,5,5,0.3264
288,4,4,0.9238
289,5,5,0.9938
290,5,5,0.957
291,2,2,0.9644
292,5,1,0.8384
293,2,2,0.9996
294,2,2,0.6081
295,5,0,0.9152
296,5,5,0.9253
297,5,5,0.9655
298,2,2,0.9993
299,3,3,0.9962
300,5,5,0.984
301,2,5,0.6033
302,5,5,0.5127
303,5,5,0.9659
304,2,4,0.8714
305,2,5,0.5726
306,2,2,0.9841
307,2,2,0.9335
308,2,2,0.8548
309,5,5,0.6889
310,2,2,0.9583
311,5,5,0.9796
312,2,2,0.9873
313,0,1,0.4289
314,2,2,0.9362
315,5,5,0.9367
316,2,2,0.7959
317,4,4,0.9848
318,5,5,0.6308
319,1,1,0.9985
320,5,5,0.9192
321,5,0,0.9575
322,2,2,0.9903
323,4,4,0.8814
324,2,5,0.5017
325,4,1,0.4285
326,2,5,0.5516
327,2,2,0.9066
328,5,2,0.6541
329,2,2,0.4658
330,5,2,0.6404
331,5,0,0.8586
332,5,5,0.9978
333,2,5,0.4268
334,5,5,0.9537
335,2,5,0.4694
336,3,3,0.6932
337,2,2,0.6099
338,2,2,0.9948
339,2,2,0.8103
340,5,2,0.9454
341,0,5,0.5822
342,3,3,0.9959
343,5,4,0.8261
344,2,2,0.9985
345,5,5,0.9583
346,5,5,0.9168
347,3,3,0.9854
348,3,3,0.9708
349,5,5,0.8218
350,4,2,0.5045
351,2,5,0.9751
352,2,2,0.8951
353,5,5,0.7838
354,2,2,0.8299
355,4,4,0.9932
356,2,5,0.5878
357,5,0,0.7285
358,2,2,0.8568
359,2,5,0.757
360,5,2,0.6724
361,3,3,0.9989
362,2,2,0.9937
363,5,5,0.9641
364,5,5,0.867
365,3,3,0.429
366,2,2,0.4236
367,2,2,0.4511
368,2,2,0.998
369,5,5,0.9763
370,5,5,0.9594
371,4,2,0.8102
372,2,2,0.8546
373,5,5,0.9905
374,5,5,0.9476
375,5,5,0.9112
376,4,4,0.4651
377,5,5,0.8142
378,4,0,0.365
379,2,2,0.6782
380,4,4,0.9874
381,5,2,0.7705
382,5,5,0.8734
383,5,5,0.9995
384,5,5,0.9102
385,5,5,0.6185
386,5,5,0.9823
387,5,4,0.7381
388,4,4,0.886
389,1,1,0.7504
390,2,2,0.9047
391,4,4,0.6756
392,2,2,0.9866
393,2,2,0.9779
394,5,5,0.7982
395,5,5,0.971
396,5,5,0.8694
397,5,5,0.9938
398,4,4,0.9695
399,5,0,0.8717
400,2,2,0.7094
401,5,5,0.9899
402,5,5,0.9978
403,2,2,0.8941
404,2,2,0.9865
405,2,2,0.9926
406,2,2,0.9885
407,0,0,0.9631
408,5,5,0.8001
409,5,5,0.7394
410,2,2,0.9861
411,2,2,0.9648
412,2,2,0.7181
413,5,5,0.6658
414,4,4,0.8817
415,2,2,0.8764
416,4,4,0.2569
417,2,2,0.9841
418,2,2,0.8573
419,2,2,0.9927
420,5,5,0.9061
421,5,5,0.9052
422,2,2,0.9203
423,0,0,0.9069
424,2,2,0.9612
425,2,2,0.9693
426,5,2,0.9
427,2,2,0.7942
428,4,4,0.9301
429,5,5,0.8568
430,2,2,0.8615
431,5,2,0.7248
432,5,1,0.5424
433,2,2,0.9271
434,2,5,0.3966
435,5,5,0.985
436,5,5,0.8805
437,5,5,0.9476
438,0,0,0.8209
439,4,4,0.9896
440,5,0,0.6947
441,5,5,0.811
442,2,5,0.4501
443,1,1,0.9985
444,4,4,0.9859
445,5,5,0.9422
446,4,4,0.9298
447,3,3,0.9723
448,5,5,0.9713
449,5,5,0.9605
450,5,5,0.9975
451,5,5,0.9037
452,2,2,0.6795
453,0,1,0.7545
454,2,2,0.99
455,2,2,0.9909
456,5,2,0.5834
457,2,5,0.5696
458,5,2,0.8197
459,2,5,0.4697
460,0,1,0.794
461,5,5,0.453
462,1,1,0.8801
463,2,2,0.9238
464,2,2,0.9694
465,2,2,0.9565
466,5,5,0.5509
467,2,5,0.4295
468,2,2,0.9181
469,2,2,0.9984
470,5,5,0.9309
471,1,1,0.9976
472,5,5,0.8164
473,5,5,0.9984
474,5,2,0.7457
475,5,2,0.5361
476,2,2,0.8273
477,2,2,0.7397
478,2,2,0.9894
479,2,0,0.7691
480,0,2,0.5103
481,5,5,0.9683
482,2,5,0.5571
483,2,2,0.9295
484,4,4,0.9425
485,5,2,0.3879
486,5,5,0.6643
487,5,5,0.8394
488,5,2,0.8126
489,5,5,0.644
490,5,5,0.9686
491,2,5,0.8943
492,5,0,0.7394
493,4,5,0.4083
494,2,2,0.9841
495,2,2,0.6672
496,2,0,0.7421
497,5,5,0.9818
498,5,5,0.8839
499,3,3,0.9965
500,2,1,0.5969
501,2,2,0.9961
502,2,2,0.8612
503,4,4,0.8715
504,5,5,0.9427
505,2,2,0.677
506,5,5,0.4644
507,5,1,0.9587
508,1,1,0.9971
509,4,4,0.7702
510,2,2,0.9903
511,5,5,0.9452
512,5,0,0.6658
513,4,2,0.5659
514,3,3,0.9964
515,2,2,0.8574
516,2,2,0.9505
517,4,4,0.9187
518,5,5,0.9777
519,5,5,0.9845
520,5,5,0.5136
521,5,5,0.9639
522,5,2,0.7563
523,0,0,0.7643
524,2,5,0.5403
525,5,5,0.9452
526,0,0,0.9689
527,5,5,0.9848
528,1,1,0.6285
529,2,4,0.7405
530,2,2,0.8822
531,1,1,0.9968
532,4,4,0.9721
533,5,5,0.9005
534,5,5,0.8744
535,5,5,0.7999
536,4,4,0.9354
537,5,5,0.8757
538,2,2,0.9711
539,5,5,0.4582
540,5,5,0.9773
541,2,2,0.9749
542,5,5,0.8355
543,4,4,0.8538
544,5,2,0.6242
545,2,2,0.9859
546,5,1,0.9638
547,5,5,0.8306
548,2,2,0.5562
549,5,5,0.3454
550,5,5,0.8834
551,4,0,0.3777
552,2,2,0.9953
553,0,0,0.4167
554,5,5,0.9137
555,1,1,0.9997
556,5,2,0.4532
557,1,1,0.9998
558,0,2,0.7697
559,2,2,0.979
560,2,2,0.9085
561,2,2,0.9991
562,3,3,0.7973
563,2,2,0.9471
564,5,5,0.989
565,2,2,0.9958
566,2,2,0.9564
567,2,2,0.9623
568,5,2,0.835
569,5,5,0.8829
570,5,5,0.9556
571,2,2,0.9327
572,5,0,0.3714
573,3,3,0.6704
574,2,5,0.8953
575,5,5,0.9543
576,5,2,0.8591
577,2,2,0.9917
578,5,5,0.9923
579,4,4,0.8165
580,5,5,0.9325
581,4,4,0.9981
582,2,2,0.7224
583,5,5,0.8901
584,2,2,0.693
585,5,5,0.9641
586,5,5,0.8963
587,2,5,0.8686
588,2,5,0.9284
589,1,1,0.9998
590,2,2,0.3924
591,5,5,0.3737
592,2,2,0.7208
593,5,5,0.9742
594,5,5,0.6992
595,1,1,0.9965
596,2,2,0.9173
597,5,2,0.8066
598,2,2,0.925
599,5,5,0.6311
600,2,2,0.9958
601,2,2,0.769
602,4,4,0.8714
603,2,2,0.6839
604,4,4,0.9666
605,2,2,0.9583
606,2,2,0.9422
607,3,3,0.9301
608,1,1,0.8177
609,5,5,0.9602
610,2,2,0.9311
611,2,2,0.6833
612,4,5,0.9109
613,2,2,0.9878
614,2,2,0.8489
615,4,4,0.4137
616,5,2,0.8282
617,5,5,0.9371
618,4,4,0.2708
619,2,2,0.9373
620,5,5,0.9957
621,4,4,0.6254
622,2,5,0.6136
623,5,5,0.9672
624,2,2,0.9529
625,3,3,0.9981
626,4,5,0.9541
627,5,1,0.8662
628,5,5,0.9825
629,2,5,0.5652
630,5,5,0.9402
631,0,0,0.89
632,0,0,0.9594
633,5,5,0.9977
634,2,2,0.3239
635,2,2,0.8728
636,5,5,0.6007
637,5,5,0.8412
638,1,1,0.9956
639,5,5,0.7116
640,2,2,0.924
641,5,5,0.8068
642,5,5,0.7508
643,4,4,0.5731
644,2,2,0.565
645,2,5,0.7803
646,2,2,0.985
647,2,5,0.5142
648,3,3,0.9876
649,2,2,0.97
650,2,2,0.9973
651,4,4,0.9695
652,5,5,0.9442
653,2,2,0.9898
654,2,1,0.8865
655,2,2,0.9294
656,1,1,0.4912
657,2,2,0.5811
658,4,4,0.9468
659,2,2,0.9987
660,2,2,0.9996
661,5,5,0.9383
662,2,5,0.724
663,5,2,0.5837
664,5,2,0.5978
665,5,5,0.9819
666,3,3,0.9711
667,5,2,0.6274
668,5,5,0.5523
669,5,2,0.9602
670,2,2,0.9108
671,0,0,0.8119
672,5,5,0.9092
673,5,5,0.9045
674,4,4,0.655
675,2,2,0.6092
676,5,5,0.9648
677,2,2,0.8884
678,0,5,0.5524
679,5,5,0.9928
680,3,3,0.9955
681,2,2,0.974
682,5,5,0.8586
683,5,5,0.9945
684,1,1,0.9976
685,5,5,0.8528
686,5,5,0.8039
687,4,4,0.6202
688,4,4,0.8756
689,5,5,0.9573
690,2,2,0.8554
691,3,3,0.997
692,5,5,0.982
693,2,2,0.9719
694,5,5,0.9915
695,5,5,0.9093
696,5,5,0.8598
697,2,2,0.5972
698,4,2,0.5302
699,2,2,0.9906
700,5,5,0.9376
701,3,3,0.916
702,1,0,0.6789
703,2,5,0.7063
704,5,2,0.5411
705,2,2,0.8858
706,5,5,0.6839
707,2,2,0.3465
708,4,4,0.9379
709,5,5,0.9908
710,4,4,0.7541
711,1,0,0.9843
712,2,5,0.7621
713,5,5,0.8553
714,3,3,0.9845
715,5,5,0.7133
716,2,2,0.9957
717,2,2,0.6105
718,2,2,0.8842
719,5,5,0.8982
720,5,5,0.8998
721,2,2,0.9591
722,2,5,0.7627
723,2,2,0.948
724,5,5,0.8693
725,4,4,0.7801
726,2,2,0.9838
727,5,5,0.6714
728,5,5,0.9742
729,2,3,0.9945
730,5,5,0.8121
731,4,4,0.6773
732,2,2,0.8423
733,2,2,0.7858
734,5,5,0.9525
735,3,3,0.9967
736,5,5,0.9975
737,2,2,0.9791
738,5,5,0.9983
739,2,2,0.9113
740,5,5,0.7768
741,2,2,0.8017
742,5,5,0.8522
743,5,5,0.9236
744,2,1,0.7292
745,2,5,0.8956
746,2,2,0.9761
747,3,3,0.9977
748,4,4,0.9908
749,4,4,0.8574
750,2,2,0.9993
751,3,3,0.9818
752,5,5,0.8318
753,5,5,0.9978
754,4,4,0.9912
755,5,2,0.7254
756,5,2,0.6708
757,5,5,0.9149
758,5,5,0.9464
759,2,5,0.939
760,2,2,0.8424
761,5,5,0.9558
762,2,1,0.8117
763,2,2,0.9817
764,5,0,0.2643
765,2,2,0.9889
766,5,2,0.9508
767,2,4,0.9421
768,2,2,0.9348
769,5,5,0.9541
770,3,3,0.9665
771,5,5,0.9671
772,1,1,0.9964
773,2,2,0.6229
774,2,5,0.9887
775,4,5,0.6877
776,4,4,0.9968
777,3,3,0.9985
778,1,5,0.6887
779,2,2,0.9879
780,5,5,0.4357
781,2,2,0.74
782,5,5,0.964
783,5,5,0.9996
784,2,2,0.9786
785,4,4,0.9753
786,2,2,0.818
787,2,2,0.998
788,2,2,0.9914
789,4,4,0.4062
790,4,4,0.9827
791,5,5,0.9668
792,2,2,0.9923
793,5,5,0.9338
794,5,5,0.7289
795,0,0,0.9709
796,5,5,0.9969
797,5,5,0.277
798,5,2,0.4999
799,5,5,0.9856
800,2,5,0.707
801,5,5,0.644
802,5,0,0.4893
803,5,5,0.9981
804,5,5,0.9971
805,5,5,0.5768
806,1,1,0.9999
807,5,5,0.9742
808,5,5,0.7881
809,5,2,0.7765
810,5,5,0.8372
811,2,2,0.9976
812,5,5,0.8984
813,0,2,0.7991
814,5,5,0.9912
815,4,4,0.8182
816,5,5,0.8511
817,3,3,0.9394
818,1,1,0.5157
819,2,4,0.8422
820,2,1,0.7332
821,2,0,0.405
822,5,5,0.8487
823,2,2,0.8599
824,2,2,0.9882
825,5,5,0.7112
826,5,5,0.9676
827,5,5,0.5966
828,2,0,0.8467
829,2,5,0.7006
830,2,2,0.9962
831,5,5,0.9331
832,5,5,0.9148
833,2,2,0.969
834,2,2,0.9812
835,1,1,0.9999
836,0,5,0.7203
837,5,5,0.7474
838,5,2,0.8306
839,2,2,0.9937
840,2,2,0.9997
841,2,2,0.6747
842,5,5,0.7449
843,4,4,0.9194
844,5,4,0.5374
845,2,5,0.5639
846,2,2,0.9941
847,2,2,0.9524
848,2,2,0.9939
849,2,2,0.9978
850,2,2,0.6805
851,5,5,0.9983
852,5,2,0.5072
853,4,4,0.8998
854,5,5,0.9531
855,2,2,0.9389
856,2,2,0.9191
857,1,1,0.9997
858,5,5,0.8811
859,2,5,0.4476
860,2,2,0.9221
861,0,0,0.483
862,2,2,0.5428
863,4,5,0.6936
864,5,5,0.475
865,5,5,0.9976
866,2,2,0.9463
867,1,1,0.8995
868,3,3,0.9031
869,4,4,0.7742
870,5,5,0.7986
871,5,5,0.8083
872,2,2,0.979
873,5,5,0.9492
874,2,2,0.9927
875,5,2,0.6376
876,1,4,0.7275
877,2,5,0.7023
878,5,5,0.7463
879,5,5,0.642
880,2,5,0.7873
881,3,5,0.4122
882,2,2,0.8557
883,2,5,0.6014
884,4,4,0.9939
885,2,2,0.9981
886,4,4,0.9681
887,5,5,0.8759
888,2,2,0.9788
889,4,4,0.9245
890,5,5,0.9399
891,2,5,0.9328
892,4,4,0.9697
893,2,2,0.8533
894,2,2,0.9783
895,2,2,0.9836
896,5,5,0.9471
897,1,1,0.9987
898,5,5,0.9751
899,5,2,0.5773
900,4,4,0.9516
901,2,2,0.9996
902,5,2,0.4915
903,4,4,0.9948
904,2,2,0.9966
905,5,5,0.9985
906,5,5,0.654
907,5,2,0.5969
908,2,2,0.994
909,2,2,0.9315
910,5,5,0.4565
911,2,2,0.6118
912,5,5,0.9677
913,5,5,0.9938
914,5,5,0.7363
915,5,5,0.7983
916,2,2,0.986
917,5,5,0.6978
918,5,5,0.9867
919,5,5,0.9132
920,3,3,0.9895
921,2,2,0.9559
922,5,5,0.8401
923,2,2,0.9865
924,3,3,0.9517
925,0,0,0.7171
926,5,2,0.9669
927,5,0,0.4804
928,4,4,0.9183
929,5,2,0.5271
930,5,5,0.9114
931,5,5,0.9938
932,2,2,0.9403
933,2,0,0.9129
934,5,5,0.6783
935,5,5,0.9561
936,5,5,0.9003
937,5,5,0.8281
938,4,4,0.9505
939,0,5,0.5129
940,2,2,0.913
941,3,3,0.8736
942,2,2,0.8572
943,5,5,0.5744
944,2,2,0.7323
945,2,2,0.9869
946,2,4,0.8797
947,5,5,0.9759
948,2,2,0.9626
949,4,4,0.9699
950,5,5,0.8037
951,4,2,0.8885
952,0,0,0.7052
953,5,4,0.5512
954,1,1,0.9999
955,5,3,0.8365
956,2,2,0.864
957,2,2,0.8634
958,2,2,0.8156
959,3,3,0.9799
960,5,5,0.6982
961,2,2,0.9436
962,5,5,0.9058
963,2,1,0.6848
964,4,4,0.9631
965,4,4,0.8904
966,4,4,0.97
967,2,5,0.4117
968,5,5,0.4771
969,2,2,0.9015
970,5,5,0.9427
971,2,2,0.7065
972,2,2,0.998
973,5,5,0.7362
974,5,5,0.9918
975,5,5,0.6285
976,2,5,0.5611
977,2,5,0.9729
978,5,5,0.8958
979,5,5,0.9855
980,1,1,0.9977
981,5,5,0.6219
982,2,2,0.9917
983,2,5,0.7101
984,0,5,0.677
985,5,5,0.7782
986,2,2,0.9709
987,2,2,0.9526
988,5,5,0.9523
989,2,2,0.5327
990,2,1,0.362
991,2,5,0.3729
992,5,5,0.9966
993,2,2,0.5425
994,2,2,0.8482
995,3,3,0.9309
996,2,2,0.9751
997,5,5,0.718
998,4,4,0.9612
999,2,2,0.9994
1000,5,5,0.8387
1001,5,5,0.9192
1002,2,2,0.981
1003,5,5,0.8718
1004,2,2,0.9448
1005,2,2,0.7455
1006,4,5,0.4863
1007,5,5,0.9935
1008,2,2,0.3616
1009,2,2,0.971
1010,4,4,0.9059
1011,2,2,0.7369
1012,5,5,0.8892
1013,5,4,0.8009
1014,4,4,0.8322
1015,2,2,0.9193
1016,2,2,0.7845
1017,5,0,0.7689
1018,5,5,0.9761
1019,5,1,0.7587
1020,3,3,0.9998
1021,4,4,0.6444
1022,2,2,0.9177
1023,5,5,0.5061
1024,0,5,0.5585
1025,5,2,0.5566
1026,5,5,0.7991
1027,4,4,0.9372
1028,5,2,0.817
1029,2,2,0.8729
1030,1,1,0.9815
1031,2,2,0.6324
1032,2,2,0.726
1033,5,5,0.8673
1034,2,0,0.8983
1035,5,5,0.7018
1036,5,5,0.4047
1037,5,5,0.9819
1038,0,5,0.5475
1039,2,1,0.876
1040,0,2,0.7398
1041,5,2,0.6103
1042,4,5,0.8831
1043,5,2,0.7214
1044,2,2,0.9974
1045,5,5,0.9781
1046,5,5,0.8488
1047,0,0,0.9593
1048,4,4,0.8938
1049,5,0,0.834
1050,5,5,0.8223
1051,5,5,0.9513
1052,5,5,0.9656
1053,2,2,0.9995
1054,2,2,0.883
1055,2,2,0.6503
1056,5,5,0.9017
1057,2,2,0.8826
1058,4,4,0.8286
1059,5,5,0.9684
1060,2,2,0.9572
1061,2,2,0.9122
1062,5,2,0.8563
1063,5,5,0.968
1064,5,0,0.625
1065,1,1,0.9997
1066,2,2,0.9183
1067,5,5,0.992
1068,2,2,0.9001
1069,4,4,0.9891
1070,5,5,0.9815
1071,5,5,0.9987
1072,5,5,0.9475
1073,2,2,0.9926
1074,5,5,0.912
1075,5,5,0.9676
1076,2,2,0.7984
1077,2,5,0.6469
1078,5,5,0.984
1079,2,4,0.8212
1080,5,5,0.8951
1081,2,2,0.9842
1082,5,5,0.9009
1083,5,1,0.3805
1084,5,5,0.9577
1085,5,5,0.9447
1086,2,2,0.9907
1087,5,5,0.5609
1088,5,5,0.9098
1089,5,5,0.9611
1090,2,0,0.8348
1091,2,2,0.9985
1092,5,1,0.496
1093,2,2,0.9858
1094,4,5,0.9512
1095,2,2,0.9815
1096,5,5,0.5279
1097,0,5,0.8117
1098,5,5,0.6419
1099,5,2,0.9488
1100,5,5,0.6606
1101,4,4,0.9796
1102,5,5,0.9966
1103,3,3,0.9988
1104,5,5,0.5251
1105,5,5,0.6694
1106,5,5,0.9063
1107,1,1,0.9997
1108,5,5,0.9699
1109,2,2,0.5602
1110,2,0,0.8228
1111,5,5,0.3384
1112,2,2,0.8067
1113,1,2,0.7886
1114,5,5,0.9648
1115,3,3,0.9001
1116,2,5,0.6082
1117,1,1,0.6766
1118,5,2,0.715
1119,5,5,0.9904
1120,5,5,0.9989
1121,2,5,0.9333
1122,5,5,0.9527
1123,5,5,0.8761
1124,4,4,0.9915
1125,4,4,0.9874
1126,5,5,0.9078
1127,2,2,0.9855
1128,2,2,0.8032
1129,2,2,0.9601
1130,5,5,0.9281
1131,5,5,0.9859
1132,5,2,0.9639
1133,2,2,0.9987
1134,5,5,0.9988
1135,5,2,0.9023
1136,4,5,0.7874
1137,5,2,0.3499
1138,5,5,0.864
1139,5,5,0.9788
1140,5,5,0.3649
1141,5,5,0.9701
1142,4,4,0.99
1143,3,3,0.9508
1144,2,2,0.9306
1145,5,2,0.6233
1146,5,5,0.5626
1147,2,2,0.967
1148,5,5,0.9393
1149,5,5,0.8248
1150,2,3,0.5668
1151,5,5,0.9678
1152,5,5,0.9493
1153,4,4,0.9954
1154,2,2,0.9688
1155,2,2,0.7178
1156,5,2,0.8635
1157,2,2,0.9981
1158,3,3,0.9988
1159,2,2,0.9377
1160,5,5,0.9677
1161,5,5,0.876
1162,2,5,0.7129
1163,5,5,0.9745
1164,5,1,0.8086
1165,5,5,0.7179
1166,5,5,0.966
1167,5,5,0.9972
1168,5,5,0.7084
1169,0,5,0.7209
1170,2,2,0.9814
1171,1,1,0.8553
1172,5,2,0.5041
1173,5,5,0.6922
1174,5,5,0.6221
1175,2,2,0.9903
1176,2,0,0.576
1177,2,2,0.3433
1178,2,2,0.9454
1179,5,5,0.9204
1180,5,5,0.7408
1181,5,5,0.8235
1182,2,2,0.9997
1183,2,5,0.4752
1184,5,5,0.9807
1185,5,5,0.6021
1186,2,2,0.992
1187,2,2,0.8173
1188,2,5,0.883
1189,4,4,0.9823
1190,5,5,0.9877
1191,5,0,0.8429
1192,2,2,0.9541
1193,5,0,0.8203
1194,5,5,0.7746
1195,5,1,0.5672
1196,5,5,0.8316
1197,0,5,0.8434
1198,5,5,0.9964
1199,2,1,0.6384
1200,5,5,0.6277
1201,5,5,0.9667
1202,2,2,0.6973
1203,5,5,0.4593
1204,4,4,0.9521
1205,2,2,0.994
1206,5,2,0.5464
1207,0,0,0.9688
1208,3,3,0.9968
1209,4,4,0.9823
1210,2,5,0.8645
1211,4,4,0.9688
1212,2,5,0.5033
1213,4,3,0.6638
1214,1,1,0.9832
1215,2,2,0.9853
1216,5,2,0.7629
1217,5,5,0.5796
1218,5,5,0.9538
1219,5,5,0.9463
1220,1,1,0.9992
1221,2,2,0.71
1222,1,1,0.9238
1223,3,3,0.9969
1224,2,0,0.7557
1225,2,5,0.7696
1226,5,5,0.927
1227,3,3,0.992
1228,5,5,0.976
1229,1,1,0.9997
1230,2,2,0.9877
1231,4,4,0.4746
1232,2,2,0.9497
1233,2,5,0.6192
1234,5,5,0.9981
1235,5,5,0.931
1236,5,2,0.9152
1237,2,2,0.7079
1238,5,5,0.9933
1239,5,5,0.9994
1240,2,2,0.9855
1241,5,5,0.9962
1242,1,1,0.8221
1243,5,5,0.8604
1244,5,5,0.999
1245,5,0,0.6147
1246,5,5,0.9639
1247,5,2,0.8326
1248,5,2,0.2598
1249,2,2,0.9581
1250,5,5,0.9101
1251,4,4,0.9715
1252,2,2,0.976
1253,4,4,0.9932
1254,2,2,0.9945
1255,5,5,0.9798
1256,5,5,0.9376
