,predicted,real,prob
937,5,5,0.9993
938,11,11,0.9982
939,10,10,0.9525
940,11,11,0.997
941,10,19,0.8982
942,15,15,0.9997
943,7,7,0.7756
944,8,8,0.9999
945,8,8,0.9995
946,7,7,1.0
947,17,17,0.9634
948,18,18,0.9893
949,16,16,0.9997
950,18,18,0.9964
951,11,11,0.9993
952,19,19,0.69
953,17,17,0.6756
954,4,6,0.8516
955,15,15,0.9996
956,11,7,0.272
957,16,16,0.9997
958,19,10,0.939
959,17,17,0.9701
960,8,8,0.9998
961,10,10,0.9873
962,17,17,0.699
963,17,7,0.9899
964,7,7,1.0
965,17,17,0.9938
966,15,15,0.9995
967,19,10,0.9827
968,8,8,0.9995
969,19,19,0.9918
970,8,8,0.9993
971,18,18,0.9888
972,11,11,0.999
973,10,19,0.9892
974,15,15,0.9994
975,7,7,0.9715
976,14,14,0.9988
977,7,7,0.9996
978,17,17,0.971
979,19,19,0.9856
980,17,17,0.9844
981,7,7,1.0
982,8,8,0.9995
983,11,11,1.0
984,8,8,0.9919
985,10,10,0.9997
986,14,14,0.9995
987,14,14,0.999
988,17,17,0.9974
989,7,7,1.0
990,5,5,0.9999
991,10,19,0.7614
992,7,5,0.176
993,17,17,0.8678
994,11,11,0.9966
995,16,9,0.999
996,15,15,0.9998
997,18,18,0.9521
998,7,7,0.771
999,17,17,0.9987
1000,18,16,0.7382
1001,18,18,0.9763
1002,7,7,1.0
1003,17,17,0.9933
1004,18,16,0.8718
1005,19,10,0.9992
1006,19,19,0.9924
1007,19,19,0.4672
1008,7,7,0.9846
1009,7,7,0.9976
1010,19,10,0.9992
1011,18,11,0.9689
1012,16,16,0.9775
1013,1,1,0.3353
1014,16,16,0.9956
1015,15,15,0.999
1016,6,6,0.8692
1017,16,16,0.8691
1018,18,18,0.9997
1019,8,8,0.9964
1020,17,17,0.9404
1021,7,7,1.0
1022,7,7,0.9999
1023,7,7,0.987
1024,19,10,0.9961
1025,7,7,0.2682
1026,7,7,0.9999
1027,17,17,0.9926
1028,19,19,0.9444
1029,5,4,0.9987
1030,14,12,0.1397
1031,10,3,0.6766
1032,16,16,0.9986
1033,18,18,0.9995
1034,18,18,0.9954
1035,8,8,0.9965
1036,7,7,0.9999
1037,16,18,0.7939
1038,19,19,0.9776
1039,8,8,0.9936
1040,18,18,0.884
1041,18,18,0.9985
1042,7,7,1.0
1043,8,8,0.9998
1044,8,8,0.9995
1045,16,9,0.6708
1046,10,2,0.9455
1047,5,5,0.9794
1048,10,10,0.9863
1049,15,15,0.9984
1050,7,10,0.8593
1051,13,13,1.0
1052,10,10,0.9992
1053,19,10,0.7813
1054,17,17,0.9758
1055,8,8,0.9998
1056,14,14,0.9999
1057,16,16,0.9995
1058,7,7,0.9954
1059,16,16,0.9993
1060,19,10,0.963
1061,12,12,0.9961
1062,19,19,0.9402
1063,8,8,1.0
1064,16,16,0.9886
1065,5,5,0.9938
1066,19,19,0.9974
1067,10,10,0.9999
1068,7,7,0.9971
1069,19,10,0.7295
1070,18,18,0.9991
1071,18,16,0.8733
1072,6,4,0.8732
1073,7,7,0.9982
1074,5,5,0.9999
1075,7,7,0.9999
1076,7,7,0.9871
1077,16,16,0.9997
1078,18,18,0.7791
1079,10,19,0.5855
1080,7,7,1.0
1081,19,19,0.9977
1082,17,17,0.9966
1083,18,18,0.998
1084,10,10,0.9916
1085,7,18,0.3587
1086,17,17,0.8631
1087,16,5,0.8604
1088,17,17,0.9987
1089,7,7,0.9974
1090,5,5,0.9492
1091,16,16,1.0
1092,7,7,0.9817
1093,7,7,0.9991
1094,10,10,0.9697
1095,10,10,0.8694
1096,7,18,0.8395
1097,7,7,0.9918
1098,8,8,0.9999
1099,16,16,0.9998
1100,17,16,0.91
1101,15,15,0.9999
1102,19,19,0.9626
1103,10,19,0.9894
1104,19,19,0.9991
1105,13,13,0.9984
1106,17,17,0.9952
1107,7,7,0.9494
1108,7,7,0.9987
1109,8,8,0.998
1110,19,19,0.9979
1111,16,16,1.0
1112,15,15,0.9996
1113,8,8,0.9998
1114,6,19,0.3661
1115,7,7,0.9983
1116,11,11,0.9861
1117,18,7,0.65
1118,10,19,0.9939
1119,10,10,0.9986
1120,18,18,1.0
1121,17,17,0.2888
1122,18,18,0.9998
1123,18,18,0.9996
1124,10,10,0.9997
1125,8,8,0.9986
1126,17,17,1.0
1127,8,8,1.0
1128,18,18,0.9995
1129,10,10,0.9968
1130,19,10,0.8767
1131,15,15,0.9782
1132,19,19,0.9941
1133,17,16,0.9181
1134,8,8,0.9965
1135,7,7,0.9999
1136,7,7,0.9709
1137,8,8,0.9991
1138,17,17,0.9992
1139,17,17,0.9998
1140,19,19,0.9309
1141,18,18,0.9999
1142,11,11,0.9998
1143,19,10,0.8458
1144,5,5,0.9998
1145,18,18,0.9958
1146,18,18,0.9987
1147,10,19,0.9722
1148,16,16,0.9231
1149,16,16,0.9818
1150,7,7,0.9996
1151,7,7,0.9999
1152,7,7,0.9999
1153,19,19,0.9641
1154,14,14,0.9962
1155,8,8,0.9999
1156,4,4,0.2833
1157,8,8,1.0
1158,7,7,1.0
1159,18,18,0.9982
1160,18,18,0.9943
1161,18,18,0.9987
1162,8,8,0.9984
1163,10,19,0.9628
1164,10,19,0.8748
1165,18,18,0.9984
1166,8,8,0.9994
1167,7,7,1.0
1168,10,10,0.9962
1169,14,14,0.9988
1170,19,19,0.8633
1171,2,3,0.3345
1172,17,4,0.876
1173,16,16,0.511
1174,17,7,0.1663
1175,16,16,0.9993
1176,18,18,0.9954
1177,14,14,0.9975
1178,5,5,0.9997
1179,19,19,0.7261
1180,10,19,0.3278
1181,8,8,0.9999
1182,17,17,0.9845
1183,18,18,0.998
1184,17,7,0.9949
1185,7,1,0.6759
1186,19,10,0.9596
1187,17,17,0.732
1188,17,17,0.4972
1189,14,14,0.9993
1190,10,19,0.8804
1191,14,18,0.3374
1192,5,5,1.0
1193,7,7,1.0
1194,7,7,0.995
1195,19,19,0.9941
1196,18,18,1.0
1197,17,17,0.9995
1198,5,5,0.9968
1199,7,7,0.9957
1200,5,5,1.0
1201,16,16,0.9999
1202,5,1,0.5689
1203,17,17,0.8845
1204,18,18,0.9975
1205,16,16,0.9951
1206,16,17,0.0874
1207,5,5,0.9998
1208,8,8,0.9998
1209,11,11,0.9934
1210,8,8,0.9998
1211,17,17,0.9799
1212,18,18,0.6787
1213,19,10,0.9773
1214,7,7,0.9999
1215,8,8,0.9995
1216,18,18,0.9995
1217,19,10,0.9898
1218,13,7,0.6941
1219,19,19,0.966
1220,7,7,0.9998
1221,10,19,0.9661
1222,10,19,0.9969
1223,1,1,0.9721
1224,16,16,0.9998
1225,8,8,0.9999
1226,8,8,0.9999
1227,8,8,0.9998
1228,18,18,0.9879
1229,11,11,0.9999
1230,7,7,0.9788
1231,14,14,0.9999
1232,7,7,0.9871
1233,17,17,0.1087
1234,16,16,0.9937
1235,19,19,0.9923
1236,18,18,0.9534
1237,19,19,0.9976
1238,19,10,0.9953
1239,10,19,0.9647
1240,8,8,0.9999
1241,16,16,0.9599
1242,19,19,0.9836
1243,19,10,0.9866
1244,6,6,0.8837
1245,17,18,0.9262
1246,7,7,0.9947
1247,12,12,0.9873
1248,11,13,0.8106
1249,7,7,1.0
1250,10,19,0.9999
1251,15,15,0.9999
1252,18,18,0.9987
1253,8,8,1.0
1254,18,18,0.9991
1255,8,8,0.9976
1256,19,10,0.9921
1257,10,10,0.8744
1258,10,10,0.9914
1259,8,8,0.9993
1260,7,7,1.0
1261,15,15,0.9996
1262,5,5,1.0
1263,10,19,0.9549
1264,7,17,0.5569
1265,19,17,0.7048
1266,16,16,1.0
